series,episode,first_name,last_name,baker_age,hometown,technical,result,signature_bake,show_stopper,baker_occupation
7,2,Rav,Bansal,28,Erith,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,Student support
7,2,Selasi,Gbormittah,30,London,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,Client service associate
7,2,Tom,Gilliford,26,Rochdale,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,Project engagement manager
7,2,Val,Stones,66,Yeovil,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,"Semi-retired, Substitute teacher"
7,3,Andrew,Smyth,25,"Derby / Holywood, County Down",2,IN,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,Aerospace engineer
7,3,Benjamina,Ebuehi,23,South London,6,IN,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,Teaching assistant
7,3,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",3,IN,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,PE teacher
7,3,Jane,Beedle,61,Beckenham,9,IN,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,Garden designer
7,3,Kate,Barmby,37,"Brooke, Norfolk",8,IN,Cobbled Loaf,The Corn Maiden,Nurse
7,3,Michael,Georgiou,20,Durham,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,Student
7,3,Rav,Bansal,28,Erith,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,Student support
7,3,Selasi,Gbormittah,30,London,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,Client service associate
7,3,Tom,Gilliford,26,Rochdale,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,Project engagement manager
7,3,Val,Stones,66,Yeovil,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""","Semi-retired, Substitute teacher"
7,4,Andrew,Smyth,25,"Derby / Holywood, County Down",4,IN,Yorkshire 'Tapas' Puddings,Churros Window Box,Aerospace engineer
7,4,Benjamina,Ebuehi,23,South London,1,STAR BAKER,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,Teaching assistant
7,4,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",2,IN,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,PE teacher
7,4,Jane,Beedle,61,Beckenham,3,IN,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,Garden designer
7,4,Kate,Barmby,37,"Brooke, Norfolk",7,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros,Nurse
7,4,Rav,Bansal,28,Erith,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,Student support
7,4,Selasi,Gbormittah,30,London,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,Client service associate
7,4,Tom,Gilliford,26,Rochdale,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,Project engagement manager
7,4,Val,Stones,66,Yeovil,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,"Semi-retired, Substitute teacher"
7,5,Andrew,Smyth,25,"Derby / Holywood, County Down",6,IN,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,Aerospace engineer
7,5,Benjamina,Ebuehi,23,South London,5,IN,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,Teaching assistant
7,5,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",2,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",PE teacher
7,5,Jane,Beedle,61,Beckenham,1,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",Garden designer
7,5,Rav,Bansal,28,Erith,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,Student support
7,5,Selasi,Gbormittah,30,London,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",Client service associate
7,5,Tom,Gilliford,26,Rochdale,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,Project engagement manager
7,5,Val,Stones,66,Yeovil,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels","Semi-retired, Substitute teacher"
7,6,Andrew,Smyth,25,"Derby / Holywood, County Down",6,IN,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,Aerospace engineer
7,6,Benjamina,Ebuehi,23,South London,2,IN,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,Teaching assistant
7,6,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",5,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,PE teacher
7,6,Jane,Beedle,61,Beckenham,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,Garden designer
7,6,Rav,Bansal,28,Erith,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake,Student support
7,6,Selasi,Gbormittah,30,London,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,Client service associate
7,6,Tom,Gilliford,26,Rochdale,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,Project engagement manager
7,7,Andrew,Smyth,25,"Derby / Holywood, County Down",1,STAR BAKER,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,Aerospace engineer
7,7,Benjamina,Ebuehi,23,South London,3,IN,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Teaching assistant
7,7,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",2,IN,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,PE teacher
7,7,Jane,Beedle,61,Beckenham,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Garden designer
7,7,Selasi,Gbormittah,30,London,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Client service associate
7,7,Tom,Gilliford,26,Rochdale,5,OUT,Millionaire's Roulade,Hipster Picnic,Project engagement manager
7,8,Andrew,Smyth,25,"Derby / Holywood, County Down",2,IN,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,Aerospace engineer
7,8,Benjamina,Ebuehi,23,South London,4,OUT,Mexican Adventure,Tudor Garden,Teaching assistant
7,8,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",1,STAR BAKER,Cheesy Cheeky Fish Pies,Peacock,PE teacher
7,8,Jane,Beedle,61,Beckenham,5,IN,Tudor Rose Pies,Swans,Garden designer
7,8,Selasi,Gbormittah,30,London,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane,Client service associate
7,9,Andrew,Smyth,25,"Derby / Holywood, County Down",2,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,Aerospace engineer
7,9,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",3,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,PE teacher
7,9,Jane,Beedle,61,Beckenham,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,Garden designer
7,9,Selasi,Gbormittah,30,London,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,Client service associate
7,10,Andrew,Smyth,25,"Derby / Holywood, County Down",1,Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,Aerospace engineer
7,10,Candice,Brown,31,"Barton-Le-Clay, Bedfordshire",2,WINNER,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,PE teacher
7,10,Jane,Beedle,61,Beckenham,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast,Garden designer
8,1,Chris,Geiger,50,Bristol,12,IN,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,Software developer
8,1,Flo,Atkins,71,Merseyside,9,IN,Citrus Layer Cake,'One in a Melon' Cake,Retired
8,1,James,Hillery,46,"Brentwood, Essex",2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,Banker
8,1,Julia,Chernogorova,21,"Crawley, West Sussex",3,IN,Courgette and Lemon Cake,'Russian Doll' Cake,Aviation Broker
8,1,Kate,Lyon,29,Merseyside,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,Health and safety inspector
8,1,Liam,Charles,19,North London,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,Student
8,1,Peter,Abatan,52,"Southend, Essex",10,OUT,Coconut Cake,'Bread on a Breadboard' Cake,IT programme manager
8,1,Sophie,Faldo,33,"West Molesey, Surrey",5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,Former army officer and trainee stuntwoman
8,1,Stacey,Hart,42,"Radlett, Hertfordshire",11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,Former school teacher
8,1,Steven,Carter-Bailey,34,"Watford, Hertfordshire",6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake,Marketer
8,1,Tom,Hetherington,29,Edinburgh,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,Architect
8,1,Yan,Tsou,46,North London,4,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake,Laboratory research scientist
8,2,Chris,Geiger,50,Bristol,11,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,Software developer
8,2,Flo,Atkins,71,Merseyside,10,IN,Gin Jam Butties,'Pick My Bones' Game,Retired
8,2,James,Hillery,46,"Brentwood, Essex",3,IN,Rhubarb and Custard Whirls,'Coppit' Game,Banker
8,2,Julia,Chernogorova,21,"Crawley, West Sussex",4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,Aviation Broker
8,2,Kate,Lyon,29,Merseyside,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,Health and safety inspector
8,2,Liam,Charles,19,North London,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game,Student
8,2,Sophie,Faldo,33,"West Molesey, Surrey",2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,Former army officer and trainee stuntwoman
8,2,Stacey,Hart,42,"Radlett, Hertfordshire",9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,Former school teacher
8,2,Steven,Carter-Bailey,34,"Watford, Hertfordshire",6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game,Marketer
8,2,Tom,Hetherington,29,Edinburgh,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,Architect
8,2,Yan,Tsou,46,North London,1,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,Laboratory research scientist
8,3,Flo,Atkins,71,Merseyside,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,Retired
8,3,James,Hillery,46,"Brentwood, Essex",9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,Banker
8,3,Julia,Chernogorova,21,"Crawley, West Sussex",2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,Aviation Broker
8,3,Kate,Lyon,29,Merseyside,10,IN,Blueberry Buns,'Kraken' Bread Sculpture,Health and safety inspector
8,3,Liam,Charles,19,North London,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,Student
8,3,Sophie,Faldo,33,"West Molesey, Surrey",6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture,Former army officer and trainee stuntwoman
8,3,Stacey,Hart,42,"Radlett, Hertfordshire",1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,Former school teacher
8,3,Steven,Carter-Bailey,34,"Watford, Hertfordshire",3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,Marketer
8,3,Tom,Hetherington,29,Edinburgh,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Architect
8,3,Yan,Tsou,46,North London,8,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Laboratory research scientist
8,4,James,Hillery,46,"Brentwood, Essex",2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,Banker
8,4,Julia,Chernogorova,21,"Crawley, West Sussex",9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,Aviation Broker
8,4,Kate,Lyon,29,Merseyside,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,Health and safety inspector
8,4,Liam,Charles,19,North London,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,Student
8,4,Sophie,Faldo,33,"West Molesey, Surrey",4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,Former army officer and trainee stuntwoman
8,4,Stacey,Hart,42,"Radlett, Hertfordshire",1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,Former school teacher
8,4,Steven,Carter-Bailey,34,"Watford, Hertfordshire",7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,Marketer
8,4,Tom,Hetherington,29,Edinburgh,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake,Architect
8,4,Yan,Tsou,46,North London,8,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,Laboratory research scientist
8,5,James,Hillery,46,"Brentwood, Essex",7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,Banker
8,5,Julia,Chernogorova,21,"Crawley, West Sussex",3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,Aviation Broker
8,5,Kate,Lyon,29,Merseyside,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,Health and safety inspector
8,5,Liam,Charles,19,North London,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,Student
8,5,Sophie,Faldo,33,"West Molesey, Surrey",1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",Former army officer and trainee stuntwoman
8,5,Stacey,Hart,42,"Radlett, Hertfordshire",4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,Former school teacher
8,5,Steven,Carter-Bailey,34,"Watford, Hertfordshire",5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,Marketer
8,5,Yan,Tsou,46,North London,6,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,Laboratory research scientist
8,6,Julia,Chernogorova,21,"Crawley, West Sussex",7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie,Aviation Broker
8,6,Kate,Lyon,29,Merseyside,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze,Health and safety inspector
8,6,Liam,Charles,19,North London,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie,Student
8,6,Sophie,Faldo,33,"West Molesey, Surrey",2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits,Former army officer and trainee stuntwoman
8,6,Stacey,Hart,42,"Radlett, Hertfordshire",6,IN,'Love Theme' Decorative Pies,Indian Hand Raised Pie with Mango,Former school teacher
8,6,Steven,Carter-Bailey,34,"Watford, Hertfordshire",3,IN,'Fleetwood Mac' Decorative Pies,Christmas Pie,Marketer
8,6,Yan,Tsou,46,North London,1,IN,'πr2' Decorative Pies,Chequerboard Pie,Laboratory research scientist
8,7,Kate,Lyon,29,Merseyside,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle,Health and safety inspector
8,7,Liam,Charles,19,North London,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle,Student
8,7,Sophie,Faldo,33,"West Molesey, Surrey",3,IN,'Classics with a Twist' Cannoli,'Classics' Sfogliatelle,Former army officer and trainee stuntwoman
8,7,Stacey,Hart,42,"Radlett, Hertfordshire",4,IN,My All Time Favourite Desserts,Pastry Surprise,Former school teacher
8,7,Steven,Carter-Bailey,34,"Watford, Hertfordshire",1,STAR BAKER,Italian Style Cannoli,'Sicilian-style' Sfogliatelle,Marketer
8,7,Yan,Tsou,46,North London,5,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle,Laboratory research scientist
8,8,Kate,Lyon,29,Merseyside,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake,Health and safety inspector
8,8,Liam,Charles,19,North London,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake,Student
8,8,Sophie,Faldo,33,"West Molesey, Surrey",4,IN,Char Siu & Banana Praline Bedfordshire Clangers,Citrus with Green Apple Croquembouche Savoy Cake,Former army officer and trainee stuntwoman
8,8,Stacey,Hart,42,"Radlett, Hertfordshire",3,STAR BAKER,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,'Bright' Lemon & Orange Savoy Cake,Former school teacher
8,8,Steven,Carter-Bailey,34,"Watford, Hertfordshire",1,IN,'Mediterranean Medley' Bedfordshire Clangers,Chestnut Rum Savoy Cake,Marketer
8,9,Kate,Lyon,29,Merseyside,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,Health and safety inspector
8,9,Sophie,Faldo,33,"West Molesey, Surrey",1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,Former army officer and trainee stuntwoman
8,9,Stacey,Hart,42,"Radlett, Hertfordshire",2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,Former school teacher
8,9,Steven,Carter-Bailey,34,"Watford, Hertfordshire",3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,Marketer
8,10,Kate,Lyon,29,Merseyside,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",Health and safety inspector
8,10,Sophie,Faldo,33,"West Molesey, Surrey",2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,Former army officer and trainee stuntwoman
8,10,Steven,Carter-Bailey,34,"Watford, Hertfordshire",1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,Marketer
9,NA,Antony,Amourdoux,30,London,NA,NA,NA,NA,Banker
9,NA,Briony,Williams,33,Bristol,NA,NA,NA,NA,Full-time parent
9,NA,Dan,Beasley-Harling,36,London,NA,NA,NA,NA,Full-time parent
9,NA,Imelda,McCarron,33,County Tyrone,NA,NA,NA,NA,Countryside recreation officer
9,NA,Jon,Jenkins,47,Newport,NA,NA,NA,NA,Blood courier
9,NA,Karen,Wright,60,Wakefield,NA,NA,NA,NA,In-store sampling assistant
9,NA,Kim-Joy,Hewlett,27,Leeds,NA,NA,NA,NA,Mental health specialist
9,NA,Luke,Thompson,30,Sheffield,NA,NA,NA,NA,Civil servant/house and techno DJ
9,NA,Manon,Lagrave,26,London,NA,NA,NA,NA,Software project manager
9,NA,Rahul,Mandal,30,Rotherham,NA,NA,NA,NA,Research scientist
9,NA,Ruby,Bhogal,29,London,NA,NA,NA,NA,Project manager
9,NA,Terry,Hartill,56,West Midlands,NA,NA,NA,NA,Retired air steward
10,NA,Alice,Fevronia,28,Essex,NA,NA,NA,NA,Geography teacher
10,NA,Amelia,LeBruin,24,Halifax,NA,NA,NA,NA,Fashion designer
10,NA,Dan,Chambers,32,Rotherham,NA,NA,NA,NA,Support worker
10,NA,David,Atherton,36,Whitby,NA,NA,NA,NA,International health adviser
10,NA,Helena,Garcia,40,Leeds,NA,NA,NA,NA,Online project manager
10,NA,Henry,Bird,20,Durham,NA,NA,NA,NA,Student
10,NA,Jamie,Finn,20,Surrey,NA,NA,NA,NA,Part-time waiter
10,NA,Michael,Chakraverty,26,Stratford-upon-Avon,NA,NA,NA,NA,Theatre manager/fitness instructor
10,NA,Michelle,Evans-Fecci,35,"Tenby, Wales",NA,NA,NA,NA,Print shop administrator
10,NA,Phil,Thorne,56,Rainham,NA,NA,NA,NA,HGV driver
10,NA,Priya,O'Shea,34,Leicester,NA,NA,NA,NA,Marketing consultant
10,NA,Rosie,Brandreth-Poynter,28,Somerset,NA,NA,NA,NA,Veterinary surgeon
10,NA,Steph,Blackwell,28,Chester,NA,NA,NA,NA,Shop assistant
